titel;bedrag
[text];[MEUR/Yr]
Netwerk_kapitaallasten;-750.334053
Netwerk_netverzwaring;-101.020928
Onderhoud_;-3483.69382
Elektriciteit_NetkostenWoning;0
Elektriciteit_NetkostenUitlegWoning;189.278493
Elektriciteit_NetkostenUtiliteit;700.592028
Elektriciteit_NetkostenUitlegUtil;98.7019553
Elektriciteit_NetkostenGlastuinbouw;133.121645
Elektriciteit_NetkostenUitlegGlTb;0
Woning_Gebruiker_Vastrecht;1714.14408
UitlegWoning_Gebruiker_Vastrecht;627.592332
Utiliteit_Gebruiker_Vastrecht;773.792888
UitlegUtil_Gebruiker_Vastrecht;111.784584
Glastuinbouw_Gebruiker_Vastrecht;0
UitlegGlTb_Gebruiker_Vastrecht;0
KL_e_AansluitbijdrageWoning;0
KL_e_AansluitbijdrageUitlegWoning;67.5586442
KL_e_AansluitbijdrageUtiliteit;0
KL_e_AansluitbijdrageUitlegUtil;12.9276808
KL_e_AansluitbijdrageGlastuinbouw;0
KL_e_AansluitbijdrageUitlegGlTb;0
